0.0_t	0.0_f	0.1_t	0.1_f	0.1_t	0.1_f	0.2_t	0.2_f	0.5_t	0.5_f	1.0_t	1.0_f	2.0_t	2.0_f	3.9_t	3.9_f	7.8_t	7.8_f	15.6_t	15.6_f	31.3_t	31.3_f	62.5_t	62.5_f	125.0_t	125.0_f	250.0_t	250.0_f	500.0_t	500.0_f	0.0_t	0.0_f	0.1_t	0.1_f	0.1_t	0.1_f	0.2_t	0.2_f	0.5_t	0.5_f	1.0_t	1.0_f	2.0_t	2.0_f	3.9_t	3.9_f	7.8_t	7.8_f	15.6_t	15.6_f	31.3_t	31.3_f	62.5_t	62.5_f	125.0_t	125.0_f	250.0_t	250.0_f	500.0_t	500.0_f	0.0_t	0.0_f	0.1_t	0.1_f	0.1_t	0.1_f	0.2_t	0.2_f	0.5_t	0.5_f	1.0_t	1.0_f	2.0_t	2.0_f	3.9_t	3.9_f	7.8_t	7.8_f	15.6_t	15.6_f	31.3_t	31.3_f	62.5_t	62.5_f	125.0_t	125.0_f	250.0_t	250.0_f	500.0_t	500.0_f	
17.51117	4544.4850	17.51117	4376.1040	17.51117	4357.7940	17.51117	4233.9320	17.51117	4326.5160	17.51117	4334.7980	17.51117	4275.0660	17.51117	4275.2330	17.51117	4279.1520	17.51117	4411.1070	17.51117	3934.6250	17.51117	4039.3560	17.51117	4116.3030	17.51117	4219.4520	17.51117	4296.3390	17.51117	4535.9460	17.51117	4377.2730	17.51117	4350.1140	17.51117	4248.8220	17.51117	4331.3240	17.51117	4323.6490	17.51117	4278.6480	17.51117	4294.8100	17.51117	4269.0040	17.51117	4407.5130	17.51117	3930.8250	17.51117	4030.4450	17.51117	4120.7730	17.51117	4227.9210	17.51117	4286.1610	17.51117	4553.5270	17.51117	4360.2590	17.51117	4356.9210	17.51117	4235.9740	17.51117	4333.4900	17.51117	4335.6510	17.51117	4274.4310	17.51117	4272.9350	17.51117	4291.5550	17.51117	4413.6850	17.51117	3919.4610	17.51117	4041.2580	17.51117	4110.5780	17.51117	4227.2450	17.51117	4296.5140	
17.58568	4549.0030	17.58568	4363.4800	17.58568	4351.3600	17.58568	4246.0050	17.58568	4320.0550	17.58568	4315.9870	17.58568	4285.7230	17.58568	4291.1920	17.58568	4274.3440	17.58568	4396.0300	17.58568	3932.1510	17.58568	4021.7040	17.58568	4111.7790	17.58568	4220.8520	17.58568	4295.0690	17.58568	4541.7070	17.58568	4381.7310	17.58568	4357.7130	17.58568	4244.4170	17.58568	4320.9310	17.58568	4342.2790	17.58568	4282.6290	17.58568	4276.0850	17.58568	4273.4530	17.58568	4407.2480	17.58568	3939.4770	17.58568	4044.6010	17.58568	4113.6210	17.58568	4213.7890	17.58568	4294.6550	17.58568	4553.3330	17.58568	4377.9850	17.58568	4363.8560	17.58568	4248.5210	17.58568	4319.9720	17.58568	4340.2050	17.58568	4278.4240	17.58568	4288.2170	17.58568	4291.7910	17.58568	4411.2350	17.58568	3919.1310	17.58568	4044.1510	17.58568	4104.1670	17.58568	4222.1400	17.58568	4285.7710	
17.66020	4545.1610	17.66020	4365.1400	17.66020	4351.9350	17.66020	4253.7960	17.66020	4315.0450	17.66020	4324.6180	17.66020	4284.2540	17.66020	4290.1870	17.66020	4282.3490	17.66020	4408.0760	17.66020	3928.6910	17.66020	4039.8060	17.66020	4110.7360	17.66020	4221.2900	17.66020	4281.9200	17.66020	4543.2810	17.66020	4366.8300	17.66020	4359.9370	17.66020	4243.5880	17.66020	4320.0220	17.66020	4332.0540	17.66020	4283.0620	17.66020	4291.1950	17.66020	4266.7060	17.66020	4416.5520	17.66020	3924.9630	17.66020	4035.0710	17.66020	4110.2020	17.66020	4208.8900	17.66020	4295.6560	17.66020	4553.8400	17.66020	4366.6930	17.66020	4346.1380	17.66020	4231.3310	17.66020	4326.5160	17.66020	4324.9220	17.66020	4272.7110	17.66020	4282.7340	17.66020	4284.0690	17.66020	4401.9970	17.66020	3934.7020	17.66020	4034.3310	17.66020	4113.5970	17.66020	4214.1260	17.66020	4297.1430	
17.73471	4543.4530	17.73471	4358.4140	17.73471	4357.7700	17.73471	4232.8600	17.73471	4321.0800	17.73471	4326.5250	17.73471	4276.4340	17.73471	4285.7020	17.73471	4280.0520	17.73471	4400.0540	17.73471	3924.0300	17.73471	4034.8320	17.73471	4107.2370	17.73471	4217.8510	17.73471	4290.5720	17.73471	4534.0570	17.73471	4379.9010	17.73471	4344.2220	17.73471	4228.5440	17.73471	4325.0470	17.73471	4331.0790	17.73471	4279.1900	17.73471	4282.7370	17.73471	4279.2830	17.73471	4408.2130	17.73471	3928.9410	17.73471	4034.9990	17.73471	4111.0400	17.73471	4212.6510	17.73471	4300.6390	17.73471	4543.3190	17.73471	4374.2570	17.73471	4356.4800	17.73471	4251.2150	17.73471	4328.7430	17.73471	4331.7380	17.73471	4280.7310	17.73471	4288.3160	17.73471	4271.1590	17.73471	4428.0560	17.73471	3924.8820	17.73471	4043.1950	17.73471	4108.5090	17.73471	4219.4400	17.73471	4291.5760	
17.80923	4547.0390	17.80923	4366.1300	17.80923	4343.5780	17.80923	4233.7090	17.80923	4331.3210	17.80923	4315.2840	17.80923	4278.2130	17.80923	4279.2980	17.80923	4267.9340	17.80923	4410.0020	17.80923	3919.1400	17.80923	4038.0660	17.80923	4109.1620	17.80923	4218.4320	17.80923	4286.3910	17.80923	4548.3860	17.80923	4373.6960	17.80923	4348.3080	17.80923	4228.4730	17.80923	4315.2750	17.80923	4335.0990	17.80923	4283.5470	17.80923	4293.4950	17.80923	4282.7040	17.80923	4410.8180	17.80923	3911.4650	17.80923	4035.8420	17.80923	4105.5860	17.80923	4214.1020	17.80923	4281.9800	17.80923	4551.0140	17.80923	4368.8630	17.80923	4360.5540	17.80923	4240.7040	17.80923	4336.5810	17.80923	4323.4530	17.80923	4286.4680	17.80923	4276.2820	17.80923	4289.3380	17.80923	4416.2720	17.80923	3926.0570	17.80923	4038.5370	17.80923	4106.8970	17.80923	4205.3160	17.80923	4284.1940	
17.88374	4539.0100	17.88374	4364.6630	17.88374	4353.1840	17.88374	4236.0690	17.88374	4314.6190	17.88374	4336.7330	17.88374	4276.2310	17.88374	4277.4680	17.88374	4280.0840	17.88374	4395.4490	17.88374	3917.8790	17.88374	4035.7200	17.88374	4105.9670	17.88374	4217.8510	17.88374	4279.8100	17.88374	4546.8960	17.88374	4367.7360	17.88374	4345.2890	17.88374	4234.0430	17.88374	4334.5180	17.88374	4330.4000	17.88374	4289.0220	17.88374	4282.8260	17.88374	4266.5450	17.88374	4409.2800	17.88374	3920.6770	17.88374	4044.5920	17.88374	4109.6780	17.88374	4216.3760	17.88374	4285.9350	17.88374	4553.8220	17.88374	4355.6180	17.88374	4353.9730	17.88374	4238.2480	17.88374	4324.6240	17.88374	4338.7980	17.88374	4279.6430	17.88374	4278.6240	17.88374	4283.3660	17.88374	4410.9080	17.88374	3929.4030	17.88374	4039.6780	17.88374	4117.0660	17.88374	4223.2510	17.88374	4280.5850	
17.95826	4534.3940	17.95826	4357.9610	17.95826	4355.3050	17.95826	4235.0440	17.95826	4327.0020	17.95826	4323.0890	17.95826	4272.1930	17.95826	4275.7900	17.95826	4274.8900	17.95826	4405.1440	17.95826	3918.9640	17.95826	4033.3660	17.95826	4100.6980	17.95826	4208.5440	17.95826	4278.0460	17.95826	4547.2650	17.95826	4368.8770	17.95826	4343.7090	17.95826	4230.2850	17.95826	4322.9640	17.95826	4331.9200	17.95826	4279.4790	17.95826	4287.9250	17.95826	4279.7180	17.95826	4413.3100	17.95826	3926.4980	17.95826	4025.7870	17.95826	4114.0680	17.95826	4207.9570	17.95826	4299.1490	17.95826	4549.2200	17.95826	4361.1290	17.95826	4356.8940	17.95826	4244.5630	17.95826	4318.8780	17.95826	4331.8780	17.95826	4272.3950	17.95826	4292.5920	17.95826	4268.7570	17.95826	4415.4470	17.95826	3920.9070	17.95826	4039.9610	17.95826	4108.4650	17.95826	4202.3030	17.95826	4285.1390	
18.03278	4537.7550	18.03278	4363.3010	18.03278	4348.3790	18.03278	4221.2280	18.03278	4321.5930	18.03278	4315.8920	18.03278	4282.5400	18.03278	4284.7220	18.03278	4281.7770	18.03278	4403.7970	18.03278	3922.6350	18.03278	4033.8340	18.03278	4112.2140	18.03278	4209.6850	18.03278	4274.7380	18.03278	4549.3420	18.03278	4363.8230	18.03278	4355.1800	18.03278	4233.6910	18.03278	4328.9120	18.03278	4329.7320	18.03278	4278.1260	18.03278	4288.8670	18.03278	4276.2990	18.03278	4417.5090	18.03278	3911.8110	18.03278	4040.1400	18.03278	4113.8230	18.03278	4219.8000	18.03278	4284.1110	18.03278	4551.3360	18.03278	4368.2310	18.03278	4359.2630	18.03278	4226.2700	18.03278	4322.8360	18.03278	4335.1380	18.03278	4273.3970	18.03278	4287.1860	18.03278	4275.2800	18.03278	4413.6760	18.03278	3916.4720	18.03278	4023.7840	18.03278	4106.7870	18.03278	4210.8680	18.03278	4289.6390	
18.10729	4548.6360	18.10729	4366.2370	18.10729	4350.7780	18.10729	4225.8920	18.10729	4323.2380	18.10729	4322.7970	18.10729	4271.9750	18.10729	4276.0250	18.10729	4270.1070	18.10729	4393.0020	18.10729	3921.4370	18.10729	4029.4410	18.10729	4103.3890	18.10729	4208.4660	18.10729	4275.2360	18.10729	4541.0250	18.10729	4366.0700	18.10729	4355.9340	18.10729	4231.8310	18.10729	4327.1420	18.10729	4327.8660	18.10729	4275.4440	18.10729	4290.1490	18.10729	4273.4120	18.10729	4405.5430	18.10729	3926.6710	18.10729	4040.0150	18.10729	4105.9580	18.10729	4209.4650	18.10729	4282.4360	18.10729	4539.9130	18.10729	4368.0760	18.10729	4357.9580	18.10729	4236.3110	18.10729	4329.5500	18.10729	4332.9030	18.10729	4280.7760	18.10729	4280.3850	18.10729	4271.5820	18.10729	4412.9910	18.10729	3909.0280	18.10729	4042.8130	18.10729	4105.6720	18.10729	4218.1700	18.10729	4286.9930	
18.18181	4535.2460	18.18181	4365.0360	18.18181	4346.6300	18.18181	4231.4710	18.18181	4304.6210	18.18181	4340.9380	18.18181	4267.4960	18.18181	4280.4690	18.18181	4269.0460	18.18181	4405.8590	18.18181	3924.5460	18.18181	4036.0150	18.18181	4102.6560	18.18181	4205.0900	18.18181	4272.8480	18.18181	4546.4580	18.18181	4362.0590	18.18181	4349.0980	18.18181	4225.2360	18.18181	4318.9590	18.18181	4329.6990	18.18181	4278.1950	18.18181	4290.9980	18.18181	4275.4560	18.18181	4417.0980	18.18181	3934.5290	18.18181	4042.9320	18.18181	4100.0690	18.18181	4206.3180	18.18181	4283.1150	18.18181	4542.4340	18.18181	4374.1430	18.18181	4357.8570	18.18181	4235.1190	18.18181	4323.5660	18.18181	4328.6410	18.18181	4273.8230	18.18181	4279.4790	18.18181	4269.2960	18.18181	4409.4320	18.18181	3922.6030	18.18181	4038.1520	18.18181	4114.2340	18.18181	4211.3240	18.18181	4289.4450	
18.25632	4541.9690	18.25632	4365.5990	18.25632	4337.4900	18.25632	4225.6530	18.25632	4326.3550	18.25632	4326.8170	18.25632	4275.5960	18.25632	4269.5280	18.25632	4257.2470	18.25632	4393.2350	18.25632	3922.5760	18.25632	4035.0140	18.25632	4097.5450	18.25632	4212.8800	18.25632	4283.1450	18.25632	4536.8760	18.25632	4365.1970	18.25632	4349.6610	18.25632	4225.4240	18.25632	4330.0690	18.25632	4328.4680	18.25632	4275.1130	18.25632	4280.4240	18.25632	4271.5310	18.25632	4407.7070	18.25632	3926.2650	18.25632	4037.7110	18.25632	4112.8780	18.25632	4205.9150	18.25632	4293.4030	18.25632	4544.9760	18.25632	4367.6290	18.25632	4349.7920	18.25632	4239.5260	18.25632	4327.5180	18.25632	4326.7160	18.25632	4265.6510	18.25632	4287.6090	18.25632	4267.4870	18.25632	4410.5740	18.25632	3917.8550	18.25632	4028.9730	18.25632	4108.3250	18.25632	4214.2480	18.25632	4272.6900	
18.33084	4544.7590	18.33084	4371.8100	18.33084	4353.4250	18.33084	4238.5520	18.33084	4319.9030	18.33084	4320.8690	18.33084	4267.6300	18.33084	4277.2830	18.33084	4255.0920	18.33084	4402.6430	18.33084	3931.5460	18.33084	4023.5430	18.33084	4103.1900	18.33084	4204.5530	18.33084	4272.3660	18.33084	4554.4150	18.33084	4364.2280	18.33084	4350.9900	18.33084	4241.9250	18.33084	4311.9160	18.33084	4337.1410	18.33084	4273.2920	18.33084	4288.3750	18.33084	4261.4160	18.33084	4402.0980	18.33084	3920.4060	18.33084	4037.0400	18.33084	4110.8010	18.33084	4213.2500	18.33084	4276.2610	18.33084	4534.5160	18.33084	4365.4470	18.33084	4357.4750	18.33084	4227.9510	18.33084	4326.7070	18.33084	4327.5330	18.33084	4274.3060	18.33084	4280.2600	18.33084	4263.6990	18.33084	4420.4770	18.33084	3927.2460	18.33084	4035.8160	18.33084	4103.6960	18.33084	4202.5630	18.33084	4282.6860	
18.40535	4544.4790	18.40535	4360.4730	18.40535	4340.6400	18.40535	4235.9620	18.40535	4316.7110	18.40535	4321.3520	18.40535	4274.2070	18.40535	4272.2580	18.40535	4264.6880	18.40535	4408.2610	18.40535	3925.2970	18.40535	4031.4790	18.40535	4100.5430	18.40535	4215.5920	18.40535	4279.2260	18.40535	4544.2610	18.40535	4358.9860	18.40535	4348.2570	18.40535	4242.7180	18.40535	4327.8900	18.40535	4324.6090	18.40535	4278.6810	18.40535	4288.3870	18.40535	4270.2260	18.40535	4402.5300	18.40535	3925.8270	18.40535	4039.1770	18.40535	4119.7360	18.40535	4210.1120	18.40535	4293.8680	18.40535	4540.5720	18.40535	4366.6960	18.40535	4361.1200	18.40535	4236.0750	18.40535	4324.1110	18.40535	4327.5360	18.40535	4277.3340	18.40535	4273.1580	18.40535	4269.5640	18.40535	4393.9140	18.40535	3918.7520	18.40535	4032.2390	18.40535	4103.0910	18.40535	4197.8360	18.40535	4278.2870	
18.47987	4533.2520	18.47987	4365.0980	18.47987	4344.1120	18.47987	4231.5840	18.47987	4325.5900	18.47987	4322.2810	18.47987	4275.6230	18.47987	4275.1130	18.47987	4264.8320	18.47987	4401.9790	18.47987	3924.3280	18.47987	4042.8640	18.47987	4089.1800	18.47987	4200.1040	18.47987	4276.1060	18.47987	4545.5100	18.47987	4366.7580	18.47987	4349.0590	18.47987	4232.5470	18.47987	4318.6460	18.47987	4329.5470	18.47987	4278.9880	18.47987	4279.3450	18.47987	4275.7420	18.47987	4402.4200	18.47987	3916.0670	18.47987	4023.1470	18.47987	4110.9680	18.47987	4215.3030	18.47987	4291.8320	18.47987	4543.3430	18.47987	4361.3880	18.47987	4358.4940	18.47987	4245.7520	18.47987	4326.5610	18.47987	4332.4440	18.47987	4277.8610	18.47987	4284.1760	18.47987	4263.7410	18.47987	4396.8410	18.47987	3920.0510	18.47987	4031.1460	18.47987	4097.9590	18.47987	4209.7450	18.47987	4274.9550	
18.55438	4535.9280	18.55438	4361.0780	18.55438	4355.6480	18.55438	4225.2450	18.55438	4317.2120	18.55438	4319.1340	18.55438	4268.4320	18.55438	4284.8020	18.55438	4257.9170	18.55438	4404.5840	18.55438	3914.3230	18.55438	4022.2790	18.55438	4101.5300	18.55438	4200.2020	18.55438	4282.0190	18.55438	4546.9140	18.55438	4365.1850	18.55438	4353.8180	18.55438	4228.0910	18.55438	4321.7030	18.55438	4334.5690	18.55438	4264.1310	18.55438	4281.9530	18.55438	4256.5580	18.55438	4408.5560	18.55438	3911.8950	18.55438	4032.1710	18.55438	4108.7420	18.55438	4209.8430	18.55438	4272.6760	18.55438	4543.3070	18.55438	4370.0720	18.55438	4355.1150	18.55438	4229.7210	18.55438	4331.6390	18.55438	4322.6870	18.55438	4282.9160	18.55438	4275.8140	18.55438	4274.1920	18.55438	4407.3940	18.55438	3911.9660	18.55438	4033.6730	18.55438	4100.7340	18.55438	4204.5560	18.55438	4283.1420	
18.62890	4551.3660	18.62890	4361.2390	18.62890	4344.6540	18.62890	4219.8630	18.62890	4319.0090	18.62890	4325.7090	18.62890	4272.0760	18.62890	4276.2220	18.62890	4267.6360	18.62890	4409.4290	18.62890	3913.7720	18.62890	4028.3470	18.62890	4103.2220	18.62890	4208.9310	18.62890	4271.1320	18.62890	4540.5000	18.62890	4359.7160	18.62890	4341.3220	18.62890	4227.5970	18.62890	4311.1230	18.62890	4329.1960	18.62890	4272.8510	18.62890	4279.5960	18.62890	4266.1850	18.62890	4404.6490	18.62890	3919.7090	18.62890	4034.3200	18.62890	4105.2640	18.62890	4209.1370	18.62890	4290.0230	18.62890	4555.2460	18.62890	4361.1380	18.62890	4356.1010	18.62890	4214.8590	18.62890	4317.9690	18.62890	4321.6680	18.62890	4276.5080	18.62890	4269.1590	18.62890	4271.0690	18.62890	4410.7410	18.62890	3913.9690	18.62890	4022.1390	18.62890	4098.2480	18.62890	4211.1810	18.62890	4284.9630	
18.70342	4534.6710	18.70342	4354.4650	18.70342	4339.0540	18.70342	4226.6730	18.70342	4326.7190	18.70342	4314.4170	18.70342	4266.8280	18.70342	4273.7630	18.70342	4250.8100	18.70342	4405.0070	18.70342	3921.6100	18.70342	4031.3630	18.70342	4101.5090	18.70342	4203.2450	18.70342	4265.7610	18.70342	4530.5310	18.70342	4361.4600	18.70342	4341.9690	18.70342	4221.2370	18.70342	4316.8750	18.70342	4324.2780	18.70342	4265.0400	18.70342	4281.7060	18.70342	4276.8720	18.70342	4410.1090	18.70342	3908.9290	18.70342	4027.5780	18.70342	4107.8000	18.70342	4199.9220	18.70342	4275.3880	18.70342	4542.4070	18.70342	4356.7030	18.70342	4349.4430	18.70342	4240.0420	18.70342	4313.4720	18.70342	4332.5990	18.70342	4275.9270	18.70342	4285.8870	18.70342	4273.2390	18.70342	4412.5440	18.70342	3914.0550	18.70342	4023.4210	18.70342	4108.7540	18.70342	4205.2840	18.70342	4278.9490	
18.77793	4542.0890	18.77793	4344.7110	18.77793	4326.7910	18.77793	4230.9310	18.77793	4316.4520	18.77793	4328.2450	18.77793	4260.0510	18.77793	4287.6210	18.77793	4270.4970	18.77793	4401.9550	18.77793	3914.4610	18.77793	4036.8500	18.77793	4100.4990	18.77793	4205.7600	18.77793	4281.8930	18.77793	4547.5780	18.77793	4354.1670	18.77793	4348.0750	18.77793	4223.5340	18.77793	4320.7650	18.77793	4325.5270	18.77793	4271.4950	18.77793	4275.7060	18.77793	4269.6420	18.77793	4406.7560	18.77793	3906.3690	18.77793	4022.6910	18.77793	4114.1630	18.77793	4197.7020	18.77793	4286.2330	18.77793	4546.3800	18.77793	4358.0140	18.77793	4346.5260	18.77793	4225.5460	18.77793	4319.1130	18.77793	4329.5170	18.77793	4280.6600	18.77793	4291.1830	18.77793	4264.6290	18.77793	4413.2830	18.77793	3918.6450	18.77793	4022.0620	18.77793	4098.5670	18.77793	4200.6640	18.77793	4279.7680	
18.85245	4532.2690	18.85245	4356.2410	18.85245	4346.5550	18.85245	4241.3320	18.85245	4326.7460	18.85245	4322.0310	18.85245	4275.2120	18.85245	4290.2320	18.85245	4254.3680	18.85245	4402.0320	18.85245	3916.0190	18.85245	4025.1550	18.85245	4108.6910	18.85245	4201.4540	18.85245	4272.5410	18.85245	4535.1390	18.85245	4363.2780	18.85245	4356.0680	18.85245	4237.8570	18.85245	4312.5720	18.85245	4326.7520	18.85245	4267.5700	18.85245	4278.7020	18.85245	4263.0290	18.85245	4404.7620	18.85245	3923.6100	18.85245	4035.8720	18.85245	4109.2370	18.85245	4207.3790	18.85245	4282.6710	18.85245	4545.3250	18.85245	4352.1370	18.85245	4347.7390	18.85245	4221.9970	18.85245	4320.6240	18.85245	4330.3550	18.85245	4286.6890	18.85245	4279.6610	18.85245	4262.3520	18.85245	4400.1430	18.85245	3916.1090	18.85245	4014.2770	18.85245	4103.5120	18.85245	4198.5480	18.85245	4286.7180	
18.92696	4543.0180	18.92696	4357.5530	18.92696	4343.1220	18.92696	4232.2370	18.92696	4307.4280	18.92696	4330.1730	18.92696	4267.8210	18.92696	4272.3720	18.92696	4267.4990	18.92696	4404.6040	18.92696	3923.5860	18.92696	4028.8270	18.92696	4091.0960	18.92696	4207.5070	18.92696	4279.3900	18.92696	4536.9240	18.92696	4363.5730	18.92696	4335.7220	18.92696	4228.1990	18.92696	4308.0630	18.92696	4319.2710	18.92696	4275.4920	18.92696	4282.9130	18.92696	4249.9210	18.92696	4401.6150	18.92696	3917.9830	18.92696	4036.1880	18.92696	4105.0400	18.92696	4198.2230	18.92696	4291.7400	18.92696	4530.9340	18.92696	4352.0120	18.92696	4351.2400	18.92696	4229.5190	18.92696	4324.1950	18.92696	4328.4150	18.92696	4260.0690	18.92696	4276.8000	18.92696	4266.8910	18.92696	4400.6760	18.92696	3922.2870	18.92696	4030.6210	18.92696	4101.0890	18.92696	4202.0590	18.92696	4287.3680	
19.00148	4541.6920	19.00148	4353.3300	19.00148	4362.1810	19.00148	4228.1510	19.00148	4316.8690	19.00148	4307.5950	19.00148	4262.9540	19.00148	4272.6550	19.00148	4266.0740	19.00148	4401.6750	19.00148	3910.6670	19.00148	4018.0950	19.00148	4100.5580	19.00148	4206.0610	19.00148	4270.7710	19.00148	4538.4880	19.00148	4358.5390	19.00148	4358.4790	19.00148	4222.8970	19.00148	4318.5350	19.00148	4321.6320	19.00148	4267.7160	19.00148	4270.2820	19.00148	4269.5190	19.00148	4396.4240	19.00148	3913.5130	19.00148	4022.6910	19.00148	4099.4350	19.00148	4199.2130	19.00148	4280.8060	19.00148	4544.6280	19.00148	4369.0740	19.00148	4358.9650	19.00148	4233.2320	19.00148	4319.1430	19.00148	4321.6080	19.00148	4272.0230	19.00148	4270.9110	19.00148	4268.6070	19.00148	4403.6870	19.00148	3908.3090	19.00148	4021.8320	19.00148	4111.9840	19.00148	4202.5950	19.00148	4276.9040	
19.07599	4542.6190	19.07599	4355.3410	19.07599	4339.2420	19.07599	4221.8540	19.07599	4322.4570	19.07599	4316.0650	19.07599	4268.5660	19.07599	4283.3240	19.07599	4252.0310	19.07599	4399.6810	19.07599	3919.0680	19.07599	4029.2590	19.07599	4089.3410	19.07599	4204.7440	19.07599	4281.4080	19.07599	4544.8930	19.07599	4356.8340	19.07599	4352.9660	19.07599	4226.7680	19.07599	4321.0150	19.07599	4325.7680	19.07599	4262.7600	19.07599	4274.4460	19.07599	4262.6770	19.07599	4415.8880	19.07599	3913.5960	19.07599	4021.1410	19.07599	4103.1420	19.07599	4195.3030	19.07599	4287.1510	19.07599	4524.7500	19.07599	4368.3020	19.07599	4357.0100	19.07599	4223.2070	19.07599	4325.8130	19.07599	4322.7820	19.07599	4270.8160	19.07599	4284.3370	19.07599	4280.0610	19.07599	4415.9770	19.07599	3911.7490	19.07599	4023.6230	19.07599	4108.8880	19.07599	4204.8660	19.07599	4289.6750	
19.15051	4540.7210	19.15051	4343.7030	19.15051	4346.0640	19.15051	4224.8130	19.15051	4309.5980	19.15051	4315.8590	19.15051	4268.5750	19.15051	4277.6200	19.15051	4256.6420	19.15051	4391.6200	19.15051	3919.9380	19.15051	4022.6340	19.15051	4095.8170	19.15051	4198.3780	19.15051	4280.9220	19.15051	4541.4480	19.15051	4353.7380	19.15051	4345.4890	19.15051	4220.1490	19.15051	4310.2710	19.15051	4320.3000	19.15051	4267.9490	19.15051	4270.0710	19.15051	4262.0300	19.15051	4398.7150	19.15051	3913.2330	19.15051	4020.8940	19.15051	4103.3210	19.15051	4189.8010	19.15051	4286.0810	19.15051	4534.2530	19.15051	4353.7290	19.15051	4340.3540	19.15051	4232.8800	19.15051	4315.4660	19.15051	4331.1300	19.15051	4274.9610	19.15051	4275.2800	19.15051	4261.3270	19.15051	4400.4440	19.15051	3906.3040	19.15051	4017.8600	19.15051	4097.0390	19.15051	4203.5010	19.15051	4285.2580	
19.22502	4546.9190	19.22502	4343.4560	19.22502	4354.7450	19.22502	4216.6650	19.22502	4315.6800	19.22502	4308.3340	19.22502	4262.5370	19.22502	4266.6490	19.22502	4260.0420	19.22502	4401.6960	19.22502	3933.1790	19.22502	4023.6560	19.22502	4099.9050	19.22502	4213.9950	19.22502	4287.2880	19.22502	4531.4280	19.22502	4355.7580	19.22502	4340.7410	19.22502	4210.6990	19.22502	4312.2440	19.22502	4323.2620	19.22502	4275.4050	19.22502	4282.8470	19.22502	4276.4900	19.22502	4394.6530	19.22502	3907.0730	19.22502	4016.7900	19.22502	4101.5180	19.22502	4192.3400	19.22502	4283.1840	19.22502	4532.3850	19.22502	4359.4570	19.22502	4354.3820	19.22502	4219.9400	19.22502	4322.7140	19.22502	4320.0730	19.22502	4267.8540	19.22502	4285.8840	19.22502	4260.6980	19.22502	4412.1120	19.22502	3903.5380	19.22502	4030.6540	19.22502	4087.5730	19.22502	4202.3510	19.22502	4287.2850	
19.29954	4543.9000	19.29954	4348.5580	19.29954	4345.2740	19.29954	4223.9700	19.29954	4304.5340	19.29954	4321.1490	19.29954	4268.0500	19.29954	4275.1670	19.29954	4257.0140	19.29954	4404.5720	19.29954	3918.9990	19.29954	4015.2280	19.29954	4089.9690	19.29954	4206.5380	19.29954	4275.3960	19.29954	4534.2060	19.29954	4358.2890	19.29954	4350.2690	19.29954	4214.1080	19.29954	4319.6470	19.29954	4320.0640	19.29954	4274.6600	19.29954	4290.6490	19.29954	4272.9680	19.29954	4401.3200	19.29954	3910.0440	19.29954	4013.3210	19.29954	4095.3310	19.29954	4191.5980	19.29954	4290.1720	19.29954	4534.2860	19.29954	4349.0530	19.29954	4342.2340	19.29954	4210.8090	19.29954	4321.9660	19.29954	4326.4210	19.29954	4269.1530	19.29954	4277.6500	19.29954	4271.5430	19.29954	4419.1000	19.29954	3921.3570	19.29954	4018.1190	19.29954	4106.0920	19.29954	4200.6490	19.29954	4286.7690	
19.37406	4535.9580	19.37406	4342.2370	19.37406	4332.9210	19.37406	4215.4970	19.37406	4312.5960	19.37406	4322.0040	19.37406	4262.2180	19.37406	4274.2010	19.37406	4259.5710	19.37406	4404.7120	19.37406	3909.3080	19.37406	4005.2830	19.37406	4098.2690	19.37406	4198.1880	19.37406	4274.7500	19.37406	4542.0290	19.37406	4358.0830	19.37406	4350.8770	19.37406	4224.7680	19.37406	4324.6240	19.37406	4320.2400	19.37406	4274.0350	19.37406	4274.2460	19.37406	4265.5590	19.37406	4408.8040	19.37406	3909.4900	19.37406	4023.8950	19.37406	4107.2930	19.37406	4196.6320	19.37406	4289.3470	19.37406	4533.9140	19.37406	4371.6160	19.37406	4351.2400	19.37406	4228.7140	19.37406	4314.8640	19.37406	4321.0030	19.37406	4261.0320	19.37406	4282.4210	19.37406	4255.3780	19.37406	4394.5730	19.37406	3901.1360	19.37406	4029.6700	19.37406	4087.6180	19.37406	4202.5120	19.37406	4278.6510	
19.44857	4533.8210	19.44857	4346.1050	19.44857	4349.6460	19.44857	4219.3920	19.44857	4314.0500	19.44857	4325.1450	19.44857	4262.8850	19.44857	4280.0100	19.44857	4255.1790	19.44857	4386.5230	19.44857	3915.8610	19.44857	4014.0720	19.44857	4090.6370	19.44857	4193.8450	19.44857	4262.1170	19.44857	4546.4160	19.44857	4353.5620	19.44857	4355.2700	19.44857	4218.1640	19.44857	4313.7640	19.44857	4322.4660	19.44857	4277.1400	19.44857	4280.8890	19.44857	4265.6660	19.44857	4411.3640	19.44857	3905.9580	19.44857	4024.2050	19.44857	4102.2090	19.44857	4200.2410	19.44857	4284.7810	19.44857	4543.0510	19.44857	4367.8910	19.44857	4338.6280	19.44857	4231.0030	19.44857	4318.1030	19.44857	4324.3260	19.44857	4257.7680	19.44857	4282.5760	19.44857	4263.9700	19.44857	4400.2210	19.44857	3914.1180	19.44857	4023.6830	19.44857	4103.3800	19.44857	4195.5590	19.44857	4270.9050	
