0.0_t	0.0_f	0.1_t	0.1_f	0.1_t	0.1_f	0.2_t	0.2_f	0.5_t	0.5_f	1.0_t	1.0_f	2.0_t	2.0_f	3.9_t	3.9_f	7.8_t	7.8_f	15.6_t	15.6_f	31.3_t	31.3_f	62.5_t	62.5_f	125.0_t	125.0_f	250.0_t	250.0_f	500.0_t	500.0_f	0.0_t	0.0_f	0.1_t	0.1_f	0.1_t	0.1_f	0.2_t	0.2_f	0.5_t	0.5_f	1.0_t	1.0_f	2.0_t	2.0_f	3.9_t	3.9_f	7.8_t	7.8_f	15.6_t	15.6_f	31.3_t	31.3_f	62.5_t	62.5_f	125.0_t	125.0_f	250.0_t	250.0_f	500.0_t	500.0_f	0.0_t	0.0_f	0.1_t	0.1_f	0.1_t	0.1_f	0.2_t	0.2_f	0.5_t	0.5_f	1.0_t	1.0_f	2.0_t	2.0_f	3.9_t	3.9_f	7.8_t	7.8_f	15.6_t	15.6_f	31.3_t	31.3_f	62.5_t	62.5_f	125.0_t	125.0_f	250.0_t	250.0_f	500.0_t	500.0_f	
30.25333	4505.6070	30.25333	4322.9520	30.25333	4316.5590	30.25333	4189.3810	30.25333	4279.9060	30.25333	4289.9610	30.25333	4232.3380	30.25333	4253.0750	30.25333	4235.4610	30.25333	4368.8800	30.25333	3876.2900	30.25333	3989.7050	30.25333	4056.9450	30.25333	4179.6650	30.25333	4247.0720	30.25333	4505.4380	30.25333	4319.8730	30.25333	4318.9410	30.25333	4182.8070	30.25333	4290.0650	30.25333	4300.7310	30.25333	4232.7730	30.25333	4247.9660	30.25333	4225.0040	30.25333	4364.5320	30.25333	3881.1240	30.25333	3988.9540	30.25333	4065.1980	30.25333	4175.8030	30.25333	4244.7600	30.25333	4491.1210	30.25333	4333.3260	30.25333	4319.9870	30.25333	4191.9230	30.25333	4288.2500	30.25333	4299.1310	30.25333	4245.0610	30.25333	4240.2890	30.25333	4227.5640	30.25333	4380.2080	30.25333	3877.0820	30.25333	3996.3360	30.25333	4070.7620	30.25333	4163.1190	30.25333	4256.1740	
30.32785	4503.1340	30.32785	4311.6870	30.32785	4313.5340	30.32785	4170.8740	30.32785	4284.5640	30.32785	4285.4790	30.32785	4247.2960	30.32785	4250.7740	30.32785	4220.9660	30.32785	4362.0940	30.32785	3877.2430	30.32785	3987.0560	30.32785	4065.3560	30.32785	4155.8500	30.32785	4242.9240	30.32785	4511.3180	30.32785	4333.9940	30.32785	4325.1900	30.32785	4185.4830	30.32785	4286.2450	30.32785	4290.4700	30.32785	4239.9500	30.32785	4246.5660	30.32785	4230.0610	30.32785	4375.9350	30.32785	3881.8420	30.32785	3995.6330	30.32785	4052.2430	30.32785	4162.9730	30.32785	4261.0620	30.32785	4511.6310	30.32785	4332.0780	30.32785	4324.3380	30.32785	4191.7650	30.32785	4298.0940	30.32785	4290.7890	30.32785	4247.3730	30.32785	4250.8960	30.32785	4237.1810	30.32785	4381.5430	30.32785	3866.8540	30.32785	3996.2980	30.32785	4071.3400	30.32785	4169.1270	30.32785	4251.1850	
30.40236	4495.0660	30.40236	4300.5850	30.40236	4306.3310	30.40236	4186.3590	30.40236	4280.9400	30.40236	4286.6620	30.40236	4234.2360	30.40236	4251.1970	30.40236	4221.4630	30.40236	4360.6280	30.40236	3875.9440	30.40236	3981.4800	30.40236	4056.0660	30.40236	4157.6710	30.40236	4240.6410	30.40236	4497.1670	30.40236	4327.1510	30.40236	4311.2280	30.40236	4197.2880	30.40236	4301.9000	30.40236	4280.4240	30.40236	4243.6150	30.40236	4251.9750	30.40236	4223.2960	30.40236	4370.4120	30.40236	3880.6950	30.40236	3998.9830	30.40236	4060.6290	30.40236	4160.5140	30.40236	4232.4300	30.40236	4498.0820	30.40236	4344.9670	30.40236	4313.5170	30.40236	4187.7000	30.40236	4296.5800	30.40236	4296.9140	30.40236	4249.4270	30.40236	4234.5260	30.40236	4230.8090	30.40236	4386.0260	30.40236	3879.6340	30.40236	3999.1860	30.40236	4068.8540	30.40236	4163.4470	30.40236	4240.8940	
30.47688	4498.8600	30.47688	4314.4110	30.47688	4306.6320	30.47688	4195.6370	30.47688	4283.5920	30.47688	4289.4150	30.47688	4226.5300	30.47688	4242.0630	30.47688	4216.9900	30.47688	4365.7990	30.47688	3876.3460	30.47688	3992.3310	30.47688	4065.8270	30.47688	4151.1180	30.47688	4260.4890	30.47688	4501.4020	30.47688	4316.7920	30.47688	4313.3380	30.47688	4188.0850	30.47688	4293.1850	30.47688	4292.3690	30.47688	4231.6680	30.47688	4235.2050	30.47688	4224.0080	30.47688	4379.9640	30.47688	3866.9650	30.47688	4002.0440	30.47688	4059.6220	30.47688	4162.0110	30.47688	4260.6230	30.47688	4501.1760	30.47688	4319.2920	30.47688	4315.3170	30.47688	4193.8360	30.47688	4294.1630	30.47688	4294.0680	30.47688	4252.9080	30.47688	4253.2000	30.47688	4227.3400	30.47688	4374.5010	30.47688	3865.4510	30.47688	3999.2570	30.47688	4062.0950	30.47688	4167.3000	30.47688	4245.8590	
30.55140	4505.8790	30.55140	4314.6640	30.55140	4313.8240	30.55140	4182.5620	30.55140	4278.6270	30.55140	4286.1400	30.55140	4234.3170	30.55140	4247.0720	30.55140	4216.1020	30.55140	4387.0810	30.55140	3886.2410	30.55140	4007.4200	30.55140	4083.0280	30.55140	4168.6330	30.55140	4246.4290	30.55140	4497.5730	30.55140	4332.6110	30.55140	4315.9660	30.55140	4186.9070	30.55140	4286.4470	30.55140	4286.2270	30.55140	4237.1780	30.55140	4242.5070	30.55140	4234.7700	30.55140	4370.9010	30.55140	3880.6320	30.55140	3991.5080	30.55140	4079.4610	30.55140	4171.1990	30.55140	4261.2580	30.55140	4508.5100	30.55140	4339.5280	30.55140	4325.8760	30.55140	4204.2370	30.55140	4279.2980	30.55140	4313.1110	30.55140	4250.3420	30.55140	4254.1090	30.55140	4227.6380	30.55140	4378.7030	30.55140	3878.3610	30.55140	3989.6820	30.55140	4058.7600	30.55140	4169.2580	30.55140	4260.7870	
30.62591	4561.3230	30.62591	4324.0220	30.62591	4326.2990	30.62591	4215.7020	30.62591	4315.8290	30.62591	4291.4450	30.62591	4286.6680	30.62591	4279.1610	30.62591	4224.7060	30.62591	4437.7770	30.62591	3879.5170	30.62591	4059.4820	30.62591	4123.3150	30.62591	4226.0140	30.62591	4275.1280	30.62591	4517.7730	30.62591	4390.0790	30.62591	4314.0680	30.62591	4198.7810	30.62591	4295.7630	30.62591	4312.9890	30.62591	4255.4650	30.62591	4275.3190	30.62591	4266.0120	30.62591	4390.2070	30.62591	3888.3690	30.62591	3997.2930	30.62591	4120.0400	30.62591	4225.3460	30.62591	4301.7660	30.62591	4569.5190	30.62591	4389.9890	30.62591	4326.5490	30.62591	4205.2240	30.62591	4303.7890	30.62591	4359.5700	30.62591	4267.3140	30.62591	4267.1320	30.62591	4257.3630	30.62591	4399.5770	30.62591	3894.8800	30.62591	4026.3950	30.62591	4084.4920	30.62591	4176.4380	30.62591	4270.6130	
30.70043	4599.4190	30.70043	4376.1040	30.70043	4364.5410	30.70043	4261.5350	30.70043	4357.8180	30.70043	4344.6720	30.70043	4315.9570	30.70043	4312.3160	30.70043	4277.7840	30.70043	4458.5530	30.70043	3927.8000	30.70043	4069.2300	30.70043	4151.8720	30.70043	4253.7960	30.70043	4317.4860	30.70043	4556.5010	30.70043	4400.2650	30.70043	4357.8000	30.70043	4243.7550	30.70043	4340.3270	30.70043	4359.5050	30.70043	4302.3740	30.70043	4308.2240	30.70043	4306.2090	30.70043	4426.8610	30.70043	3937.0720	30.70043	4049.3340	30.70043	4141.7450	30.70043	4252.5320	30.70043	4338.8630	30.70043	4588.1900	30.70043	4430.1810	30.70043	4375.5680	30.70043	4244.5540	30.70043	4345.3660	30.70043	4375.7620	30.70043	4320.3560	30.70043	4298.3110	30.70043	4296.5290	30.70043	4455.1100	30.70043	3935.0750	30.70043	4063.4190	30.70043	4137.6050	30.70043	4237.4640	30.70043	4315.3320	
30.77494	4594.4780	30.77494	4400.0770	30.77494	4411.3460	30.77494	4272.1420	30.77494	4360.5800	30.77494	4368.0910	30.77494	4319.4620	30.77494	4331.0280	30.77494	4301.4910	30.77494	4464.7340	30.77494	3948.7750	30.77494	4093.8140	30.77494	4165.6580	30.77494	4273.7780	30.77494	4338.1390	30.77494	4596.9070	30.77494	4434.0790	30.77494	4397.7590	30.77494	4264.9390	30.77494	4375.6280	30.77494	4379.2190	30.77494	4319.6410	30.77494	4336.7770	30.77494	4317.8620	30.77494	4455.4830	30.77494	3953.3880	30.77494	4081.8180	30.77494	4177.0100	30.77494	4264.4290	30.77494	4361.8290	30.77494	4612.2970	30.77494	4438.4540	30.77494	4396.8890	30.77494	4279.2770	30.77494	4363.6410	30.77494	4393.2560	30.77494	4337.2720	30.77494	4330.0510	30.77494	4327.0950	30.77494	4463.6640	30.77494	3955.3230	30.77494	4088.8400	30.77494	4152.6940	30.77494	4262.3670	30.77494	4347.8610	
30.84946	4613.9630	30.84946	4421.1210	30.84946	4410.1510	30.84946	4286.0600	30.84946	4392.0900	30.84946	4385.3130	30.84946	4344.1980	30.84946	4345.2440	30.84946	4328.7250	30.84946	4488.2770	30.84946	3973.2960	30.84946	4104.6290	30.84946	4183.5990	30.84946	4289.7580	30.84946	4349.4880	30.84946	4607.5610	30.84946	4446.0030	30.84946	4403.5380	30.84946	4275.5420	30.84946	4370.1980	30.84946	4408.1990	30.84946	4343.8050	30.84946	4343.8820	30.84946	4333.1680	30.84946	4469.2840	30.84946	3965.2500	30.84946	4081.5710	30.84946	4175.7430	30.84946	4285.7440	30.84946	4375.0730	30.84946	4631.3200	30.84946	4444.5660	30.84946	4418.0510	30.84946	4294.4910	30.84946	4389.2470	30.84946	4405.7610	30.84946	4351.3860	30.84946	4359.1770	30.84946	4335.0400	30.84946	4488.4470	30.84946	3975.8030	30.84946	4099.4410	30.84946	4174.0950	30.84946	4282.9220	30.84946	4369.8340	
30.92397	4625.3530	30.92397	4423.3950	30.92397	4428.2110	30.92397	4295.1580	30.92397	4394.0400	30.92397	4384.5360	30.92397	4350.7400	30.92397	4358.8520	30.92397	4335.2100	30.92397	4499.2890	30.92397	3976.7000	30.92397	4121.3480	30.92397	4186.9820	30.92397	4292.5950	30.92397	4374.2150	30.92397	4626.1250	30.92397	4442.2030	30.92397	4420.8200	30.92397	4302.1110	30.92397	4400.3490	30.92397	4398.2920	30.92397	4352.4590	30.92397	4360.5630	30.92397	4354.1160	30.92397	4500.7500	30.92397	3980.1210	30.92397	4102.1290	30.92397	4192.1530	30.92397	4308.8530	30.92397	4383.9400	30.92397	4627.8180	30.92397	4452.3450	30.92397	4433.5130	30.92397	4294.2260	30.92397	4400.7030	30.92397	4423.9580	30.92397	4351.7980	30.92397	4361.2270	30.92397	4365.3100	30.92397	4498.7890	30.92397	3987.7680	30.92397	4118.9910	30.92397	4186.4250	30.92397	4293.5250	30.92397	4379.4540	
30.99849	4635.3430	30.99849	4446.3430	30.99849	4445.4780	30.99849	4306.9120	30.99849	4416.1050	30.99849	4413.4080	30.99849	4362.7770	30.99849	4367.3070	30.99849	4351.7440	30.99849	4504.5380	30.99849	3989.2350	30.99849	4131.9790	30.99849	4194.9120	30.99849	4304.3140	30.99849	4383.2360	30.99849	4638.7730	30.99849	4464.2690	30.99849	4433.3160	30.99849	4302.4090	30.99849	4403.3740	30.99849	4402.6580	30.99849	4357.9220	30.99849	4367.2440	30.99849	4358.3720	30.99849	4507.3840	30.99849	3993.8870	30.99849	4124.1470	30.99849	4207.6920	30.99849	4321.7870	30.99849	4406.2470	30.99849	4647.4810	30.99849	4464.7190	30.99849	4442.9690	30.99849	4311.4390	30.99849	4407.6260	30.99849	4422.9660	30.99849	4374.0720	30.99849	4361.2780	30.99849	4348.4510	30.99849	4499.8380	30.99849	3989.5860	30.99849	4121.8640	30.99849	4192.1020	30.99849	4310.1400	30.99849	4397.4850	
31.07301	4654.3750	31.07301	4463.6400	31.07301	4448.9680	31.07301	4314.6640	31.07301	4423.1590	31.07301	4418.5610	31.07301	4374.0750	31.07301	4370.7220	31.07301	4364.7710	31.07301	4520.6250	31.07301	4002.7350	31.07301	4131.1950	31.07301	4208.1530	31.07301	4323.5150	31.07301	4387.5340	31.07301	4634.5980	31.07301	4466.7930	31.07301	4448.1580	31.07301	4316.3720	31.07301	4425.5610	31.07301	4423.5440	31.07301	4367.7300	31.07301	4369.0680	31.07301	4364.1870	31.07301	4512.9240	31.07301	4006.5080	31.07301	4142.7460	31.07301	4217.5110	31.07301	4332.4680	31.07301	4402.2080	31.07301	4657.4830	31.07301	4478.1420	31.07301	4463.7740	31.07301	4315.7400	31.07301	4429.6180	31.07301	4427.0040	31.07301	4383.5100	31.07301	4374.7480	31.07301	4367.5210	31.07301	4516.5480	31.07301	4015.0670	31.07301	4139.7780	31.07301	4210.9820	31.07301	4312.1490	31.07301	4404.1600	
31.14752	4642.7670	31.14752	4452.2850	31.14752	4458.7190	31.14752	4321.6410	31.14752	4419.7380	31.14752	4424.1250	31.14752	4385.3820	31.14752	4386.1840	31.14752	4362.4370	31.14752	4518.7680	31.14752	4004.5500	31.14752	4143.4620	31.14752	4219.3350	31.14752	4317.0960	31.14752	4398.5490	31.14752	4665.7590	31.14752	4469.6870	31.14752	4459.0740	31.14752	4327.6310	31.14752	4430.1720	31.14752	4432.3770	31.14752	4374.4470	31.14752	4383.6120	31.14752	4368.0700	31.14752	4520.8870	31.14752	4014.0390	31.14752	4143.2920	31.14752	4219.8030	31.14752	4318.8990	31.14752	4402.3010	31.14752	4660.3980	31.14752	4497.5400	31.14752	4463.9860	31.14752	4331.5800	31.14752	4425.1470	31.14752	4433.4170	31.14752	4382.4580	31.14752	4397.2820	31.14752	4380.4260	31.14752	4527.2320	31.14752	3998.0710	31.14752	4136.9590	31.14752	4218.0660	31.14752	4321.5300	31.14752	4412.5680	
31.22204	4659.1100	31.22204	4465.2100	31.22204	4462.3940	31.22204	4339.5250	31.22204	4446.9210	31.22204	4424.2860	31.22204	4385.8050	31.22204	4388.5050	31.22204	4380.9530	31.22204	4528.1680	31.22204	4016.1070	31.22204	4153.8150	31.22204	4229.6200	31.22204	4335.8740	31.22204	4409.7330	31.22204	4660.8720	31.22204	4496.2170	31.22204	4450.2080	31.22204	4335.0040	31.22204	4429.5280	31.22204	4433.1580	31.22204	4392.1500	31.22204	4389.4710	31.22204	4387.2830	31.22204	4517.0070	31.22204	4033.7350	31.22204	4142.1800	31.22204	4228.3620	31.22204	4338.3660	31.22204	4420.1760	31.22204	4664.8170	31.22204	4497.7580	31.22204	4456.1270	31.22204	4324.3910	31.22204	4428.7150	31.22204	4451.2750	31.22204	4396.6830	31.22204	4388.6540	31.22204	4387.7360	31.22204	4550.5850	31.22204	4028.5080	31.22204	4153.2810	31.22204	4227.4890	31.22204	4329.4730	31.22204	4420.3010	
31.29655	4668.9030	31.29655	4483.1010	31.29655	4470.6850	31.29655	4330.7510	31.29655	4434.6690	31.29655	4420.4470	31.29655	4395.7860	31.29655	4390.8000	31.29655	4381.7100	31.29655	4549.9320	31.29655	4032.0900	31.29655	4164.9100	31.29655	4232.8980	31.29655	4348.1170	31.29655	4422.6140	31.29655	4677.8620	31.29655	4497.9660	31.29655	4479.8700	31.29655	4343.0480	31.29655	4436.1650	31.29655	4452.9740	31.29655	4386.9080	31.29655	4405.0900	31.29655	4383.7010	31.29655	4549.7720	31.29655	4030.4450	31.29655	4153.9850	31.29655	4236.9840	31.29655	4348.9340	31.29655	4427.9630	31.29655	4660.8300	31.29655	4499.5840	31.29655	4479.5510	31.29655	4353.0640	31.29655	4438.7460	31.29655	4467.6100	31.29655	4402.7690	31.29655	4401.2460	31.29655	4388.8150	31.29655	4539.8350	31.29655	4011.7060	31.29655	4159.3340	31.29655	4223.1320	31.29655	4351.6610	31.29655	4425.8650	
31.37107	4675.3200	31.37107	4486.6030	31.37107	4473.6500	31.37107	4347.8280	31.37107	4450.7500	31.37107	4449.5020	31.37107	4394.8110	31.37107	4401.5200	31.37107	4374.0960	31.37107	4542.7950	31.37107	4031.4080	31.37107	4169.3270	31.37107	4238.7630	31.37107	4359.3200	31.37107	4423.9370	31.37107	4674.0380	31.37107	4499.7360	31.37107	4459.7480	31.37107	4346.4240	31.37107	4441.5770	31.37107	4457.0450	31.37107	4407.6650	31.37107	4414.4480	31.37107	4401.1120	31.37107	4557.8330	31.37107	4038.0030	31.37107	4159.1020	31.37107	4232.0790	31.37107	4357.1620	31.37107	4440.7840	31.37107	4685.1780	31.37107	4499.3820	31.37107	4470.9530	31.37107	4357.4270	31.37107	4437.6820	31.37107	4448.7890	31.37107	4410.9430	31.37107	4411.3610	31.37107	4403.3140	31.37107	4546.8810	31.37107	4020.6910	31.37107	4167.5690	31.37107	4234.1950	31.37107	4345.7210	31.37107	4429.7430	
31.44558	4674.7150	31.44558	4497.8200	31.44558	4472.9440	31.44558	4352.5670	31.44558	4452.5330	31.44558	4456.9580	31.44558	4408.5170	31.44558	4416.7610	31.44558	4397.6040	31.44558	4552.1560	31.44558	4026.9970	31.44558	4174.7600	31.44558	4241.6010	31.44558	4368.6810	31.44558	4429.4830	31.44558	4681.4170	31.44558	4502.0220	31.44558	4485.1270	31.44558	4352.4000	31.44558	4463.9140	31.44558	4454.5350	31.44558	4408.2020	31.44558	4414.2220	31.44558	4406.3960	31.44558	4553.9980	31.44558	4030.4090	31.44558	4172.0750	31.44558	4246.0470	31.44558	4362.4430	31.44558	4445.1890	31.44558	4687.2680	31.44558	4517.6920	31.44558	4490.1490	31.44558	4351.8300	31.44558	4446.4260	31.44558	4457.5450	31.44558	4405.0780	31.44558	4412.9010	31.44558	4403.5790	31.44558	4560.9300	31.44558	4044.9080	31.44558	4164.1060	31.44558	4254.1000	31.44558	4352.9150	31.44558	4443.2790	
31.52010	4685.5480	31.52010	4502.0760	31.52010	4485.6580	31.52010	4367.4620	31.52010	4451.9190	31.52010	4447.8480	31.52010	4411.1940	31.52010	4415.1460	31.52010	4409.7900	31.52010	4561.7490	31.52010	4034.0840	31.52010	4186.4960	31.52010	4252.1330	31.52010	4360.7120	31.52010	4438.6420	31.52010	4670.4770	31.52010	4502.2900	31.52010	4491.9220	31.52010	4370.3440	31.52010	4448.4700	31.52010	4470.6170	31.52010	4410.9400	31.52010	4415.0290	31.52010	4409.2980	31.52010	4556.1020	31.52010	4045.2360	31.52010	4193.6280	31.52010	4239.3270	31.52010	4371.8250	31.52010	4456.7380	31.52010	4687.3180	31.52010	4519.1410	31.52010	4490.6970	31.52010	4364.4910	31.52010	4462.7930	31.52010	4458.7640	31.52010	4419.5000	31.52010	4419.9290	31.52010	4414.4420	31.52010	4556.8140	31.52010	4058.7070	31.52010	4184.1270	31.52010	4253.9830	31.52010	4364.3000	31.52010	4449.6000	
31.59461	4678.1900	31.59461	4503.9330	31.59461	4483.0680	31.59461	4361.5670	31.59461	4463.2790	31.59461	4465.8900	31.59461	4424.4020	31.59461	4423.5020	31.59461	4408.5060	31.59461	4577.4070	31.59461	4050.6150	31.59461	4182.4910	31.59461	4252.8420	31.59461	4365.7870	31.59461	4439.9980	31.59461	4694.6440	31.59461	4525.5810	31.59461	4493.6690	31.59461	4369.1400	31.59461	4454.4340	31.59461	4466.0930	31.59461	4422.7270	31.59461	4415.2530	31.59461	4418.2150	31.59461	4569.0450	31.59461	4048.4310	31.59461	4176.6850	31.59461	4258.6830	31.59461	4375.0460	31.59461	4462.5070	31.59461	4692.5430	31.59461	4526.4330	31.59461	4490.1160	31.59461	4371.5570	31.59461	4462.6500	31.59461	4467.7670	31.59461	4424.3400	31.59461	4427.2720	31.59461	4424.6940	31.59461	4577.5230	31.59461	4043.5190	31.59461	4176.6460	31.59461	4252.2430	31.59461	4376.9630	31.59461	4461.8580	
31.66913	4695.6930	31.66913	4510.2780	31.66913	4490.2210	31.66913	4377.0220	31.66913	4469.2550	31.66913	4465.2400	31.66913	4429.2780	31.66913	4437.3010	31.66913	4412.5470	31.66913	4561.2340	31.66913	4059.6510	31.66913	4191.5030	31.66913	4266.9740	31.66913	4374.4030	31.66913	4446.6670	31.66913	4688.3050	31.66913	4531.0140	31.66913	4497.9660	31.66913	4379.7020	31.66913	4480.1890	31.66913	4476.1120	31.66913	4421.1210	31.66913	4434.1440	31.66913	4419.3360	31.66913	4562.1510	31.66913	4060.6800	31.66913	4175.9820	31.66913	4269.8230	31.66913	4376.9930	31.66913	4461.8930	31.66913	4708.0900	31.66913	4519.0330	31.66913	4508.8680	31.66913	4376.2650	31.66913	4486.3730	31.66913	4476.0080	31.66913	4432.2760	31.66913	4416.1260	31.66913	4430.1390	31.66913	4578.8470	31.66913	4055.6490	31.66913	4188.1380	31.66913	4251.5040	31.66913	4364.2340	31.66913	4452.9110	
31.74365	4703.3670	31.74365	4510.1520	31.74365	4497.3160	31.74365	4372.6590	31.74365	4478.8930	31.74365	4470.2470	31.74365	4442.2510	31.74365	4433.5040	31.74365	4416.0960	31.74365	4568.8120	31.74365	4061.0050	31.74365	4199.5610	31.74365	4260.7130	31.74365	4390.9130	31.74365	4446.7870	31.74365	4709.6160	31.74365	4517.0640	31.74365	4511.1330	31.74365	4378.3610	31.74365	4475.3280	31.74365	4475.9810	31.74365	4434.3320	31.74365	4434.2790	31.74365	4426.5960	31.74365	4568.8720	31.74365	4059.7140	31.74365	4189.4470	31.74365	4267.8450	31.74365	4391.4290	31.74365	4463.5390	31.74365	4713.1090	31.74365	4524.0100	31.74365	4497.8440	31.74365	4371.9410	31.74365	4485.5830	31.74365	4481.3960	31.74365	4447.6270	31.74365	4444.3190	31.74365	4433.0090	31.74365	4579.1720	31.74365	4052.9670	31.74365	4200.6910	31.74365	4261.4850	31.74365	4373.3950	31.74365	4464.6830	
31.81816	4705.3990	31.81816	4521.2120	31.81816	4512.9750	31.81816	4374.7450	31.81816	4480.0880	31.81816	4476.4400	31.81816	4434.3410	31.81816	4421.9080	31.81816	4425.6450	31.81816	4576.3880	31.81816	4059.0470	31.81816	4201.4090	31.81816	4273.0960	31.81816	4391.2800	31.81816	4462.2330	31.81816	4704.5560	31.81816	4535.7560	31.81816	4501.0570	31.81816	4378.6200	31.81816	4478.6840	31.81816	4488.2270	31.81816	4437.7090	31.81816	4435.7120	31.81816	4441.4250	31.81816	4579.4610	31.81816	4065.6920	31.81816	4182.6750	31.81816	4273.4240	31.81816	4390.6570	31.81816	4478.5020	31.81816	4721.4480	31.81816	4540.2910	31.81816	4510.2150	31.81816	4373.2260	31.81816	4474.8190	31.81816	4507.3180	31.81816	4443.9520	31.81816	4441.1690	31.81816	4433.1220	31.81816	4574.8710	31.81816	4061.0370	31.81816	4201.5670	31.81816	4272.3240	31.81816	4391.0650	31.81816	4476.3590	
31.89268	4715.4720	31.89268	4524.2790	31.89268	4514.7960	31.89268	4375.0320	31.89268	4480.9910	31.89268	4482.3380	31.89268	4441.2020	31.89268	4438.1140	31.89268	4430.3720	31.89268	4577.8450	31.89268	4069.1550	31.89268	4200.3390	31.89268	4274.9380	31.89268	4398.8080	31.89268	4458.8210	31.89268	4710.2600	31.89268	4536.5420	31.89268	4506.0280	31.89268	4388.9080	31.89268	4475.9450	31.89268	4480.5200	31.89268	4433.5100	31.89268	4442.9540	31.89268	4451.3880	31.89268	4585.6240	31.89268	4076.4450	31.89268	4194.6890	31.89268	4266.3540	31.89268	4381.2250	31.89268	4473.6470	31.89268	4728.9580	31.89268	4535.0280	31.89268	4522.8720	31.89268	4388.2610	31.89268	4484.9430	31.89268	4490.3490	31.89268	4455.3340	31.89268	4456.7380	31.89268	4443.7860	31.89268	4595.3010	31.89268	4083.6330	31.89268	4202.8990	31.89268	4277.7030	31.89268	4382.5750	31.89268	4477.1250	
31.96719	4720.1600	31.96719	4528.1500	31.96719	4514.9450	31.96719	4391.5690	31.96719	4477.2270	31.96719	4498.9050	31.96719	4443.8720	31.96719	4437.1930	31.96719	4428.9500	31.96719	4580.7990	31.96719	4070.8090	31.96719	4211.0980	31.96719	4280.4120	31.96719	4402.8910	31.96719	4475.4480	31.96719	4723.8740	31.96719	4540.0380	31.96719	4505.4760	31.96719	4397.2880	31.96719	4479.0830	31.96719	4495.2300	31.96719	4442.3670	31.96719	4449.5820	31.96719	4438.0460	31.96719	4590.7320	31.96719	4078.8950	31.96719	4193.3980	31.96719	4284.9570	31.96719	4411.4560	31.96719	4481.5300	31.96719	4729.6910	31.96719	4539.0160	31.96719	4528.3730	31.96719	4391.1130	31.96719	4486.0450	31.96719	4500.3240	31.96719	4453.8470	31.96719	4441.9800	31.96719	4441.6900	31.96719	4594.3080	31.96719	4083.1210	31.96719	4207.9480	31.96719	4283.5980	31.96719	4399.6240	31.96719	4473.3850	
32.04171	4724.3800	32.04171	4538.7720	32.04171	4527.9440	32.04171	4386.0910	32.04171	4492.4500	32.04171	4489.9400	32.04171	4445.9190	32.04171	4439.1900	32.04171	4444.7450	32.04171	4583.9910	32.04171	4080.2780	32.04171	4218.9660	32.04171	4285.5950	32.04171	4412.5050	32.04171	4473.9510	32.04171	4715.5560	32.04171	4546.0100	32.04171	4524.2310	32.04171	4397.6130	32.04171	4493.0100	32.04171	4506.1470	32.04171	4437.6730	32.04171	4445.3560	32.04171	4444.0840	32.04171	4590.5410	32.04171	4088.7330	32.04171	4211.5240	32.04171	4294.5560	32.04171	4413.6140	32.04171	4472.9170	32.04171	4732.9520	32.04171	4548.0610	32.04171	4524.9700	32.04171	4399.3530	32.04171	4503.2140	32.04171	4516.5660	32.04171	4448.5240	32.04171	4459.4850	32.04171	4451.3430	32.04171	4605.8420	32.04171	4073.3190	32.04171	4215.7800	32.04171	4281.6430	32.04171	4401.4220	32.04171	4488.1080	
32.11622	4716.8700	32.11622	4542.6670	32.11622	4521.7540	32.11622	4399.0790	32.11622	4494.3420	32.11622	4496.8220	32.11622	4461.7680	32.11622	4450.2560	32.11622	4448.2470	32.11622	4590.1390	32.11622	4073.7000	32.11622	4216.1850	32.11622	4285.6510	32.11622	4417.7920	32.11622	4484.3110	32.11622	4723.6650	32.11622	4561.8150	32.11622	4517.8560	32.11622	4407.2630	32.11622	4492.0500	32.11622	4521.2000	32.11622	4456.8510	32.11622	4468.3750	32.11622	4452.0710	32.11622	4589.7990	32.11622	4084.8170	32.11622	4220.5010	32.11622	4288.8520	32.11622	4422.5160	32.11622	4491.7490	32.11622	4734.0510	32.11622	4550.3320	32.11622	4521.9360	32.11622	4407.0900	32.11622	4499.5250	32.11622	4504.4660	32.11622	4459.2050	32.11622	4455.1160	32.11622	4454.2310	32.11622	4615.7690	32.11622	4077.5600	32.11622	4220.0770	32.11622	4289.9550	32.11622	4408.0080	32.11622	4499.5990	
